iniNr,id,Tipo,iniTipo,iniDescTipo,iniLeg,iniSel,dataInicioleg,dataFimleg,iniTitulo,iniTextoSubst,iniLinkTexto,iniciativasOriginadas,iniEventos,iniAutorDeputados,iniAutorOutros,iniId,iniAutorGruposParlamentares,fase,iniAutorOutros_sigla,iniAutorOutros_nome,autor,idComissao,nomeComissao,competenteComissao,resultado,descricao,reuniao,tipoReuniao,PS,PSD,BE,PCP,CDS-PP,PAN,PEV,CH,Cristina Rodrigues (Ninsc),Joacine Katar Moreira (Ninsc),IL,data,iniAnexos,unanime,iniTextoSubstCampo,iniObs,L,publicacao,ausencias,peticoes,iniciativasOrigem,ano,leg
440,88020,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,Aprova um conjunto de medidas excecionais e temporárias para salvaguarda dos direitos dos trabalhadores e estudantes do Ensino Superior Público,SIM,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e5455304e6a566b4f5745744f54646d4e6930305a444d784c54686b5a4751744e4459334d54526b5a6a6c6a4f57466a4c6d527659773d3d&fich=55465d9a-97f6-4d31-8ddd-46714df9c9ac.doc&Inline=true,,"
      ","
      ","
      ",44982,PCP,Votação na especialidade,G,Grupos Parlamentares,PCP,7404,"Comissão de Educação, Ciência, Juventude e Desporto",S,Aprovado,"Texto de Substituição apresentado pela Comissão de Educação, Ciência, Juventude e Desporto relativo ao Projeto de Lei n.º 440/XIV/1.ª (PCP) - Votação da assunção pelo Plenário das votações indiciárias realizadas na especialidade em sede de Comissão",75,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,Ausência,A Favor,2020-07-10,"
      ",unanime,Texto inicial substituído a pedido do autor em 08-06-2020,,,,JOACINE KATAR MOREIRA (Ninsc),,,2020,l14
34,87923,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Prorroga o prazo de um regime excecional de medidas aplicáveis às autarquias locais, no âmbito da pandemia da doença COVID-19, e altera as regras sobre endividamento das autarquias locais",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d6a4e684d324978597a49745a446b354f5330304e54426c4c546b775a6d59744d6a4133596a686a4e54566b4d445a684c6d527659773d3d&fich=23a3b1c2-d999-450e-90ff-207b8c55d06a.doc&Inline=true,,"
      ",,"
      ",45011,,Votação na especialidade,V,Governo,Governo,7344,Comissão de Orçamento e Finanças,S,Rejeitado,"Proposta de alteração do PAN ao artigo 4.º da Lei n.º 6/2020, de 10 de abril, constante do artigo 4.º da Proposta de Lei",75,RP,Contra,Abstenção,A Favor,Contra,Abstenção,A Favor,Contra,Abstenção,A Favor,Ausência,Contra,2020-07-10,"
      ",,,,,,JOACINE KATAR MOREIRA (Ninsc),,,2020,l14
46,87970,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Define os objetivos, prioridades e orientações de política criminal para o biénio de 2020-2022",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45765a6a5a6d4e4749315a4759745a47593159533030597a41344c5468684d6a41744f546b324e6d4d7a4e7a49304d4459784c6d527659773d3d&fich=f6f4b5df-df5a-4c08-8a20-9966c3724061.doc&Inline=true,,"
      ",,"
      ",45061,,Votação na generalidade,V,Governo,Governo,7264,"Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias",S,Aprovado,,75,RP,A Favor,Abstenção,Contra,Contra,Abstenção,A Favor,Contra,Contra,A Favor,Ausência,Abstenção,2020-07-10,"
      ",,,,,,JOACINE KATAR MOREIRA (Ninsc),,,2020,l14
388,87935,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Aditamento à Lista I anexa ao Código do IVA com a inclusão dos serviços prestados na área do exercício físico nos ginásios, clubes de fitness e de saúde",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d44646c593249305a6a497459575977595330304d32466d4c5749324e6a6b744f4759334d324a684e7a4a695a6a466b4c6d52765933673d&fich=07ecb4f2-af0a-43af-b669-8f73ba72bf1d.docx&Inline=true,,"
      ","
      ","
      ",44885,CH,Votação na generalidade,G,Grupos Parlamentares,CH,7344,Comissão de Orçamento e Finanças,S,Rejeitado,,75,RP,Contra,Abstenção,Abstenção,Contra,Abstenção,A Favor,Contra,A Favor,A Favor,Ausência,A Favor,2020-07-10,"
      ",,,,,,JOACINE KATAR MOREIRA (Ninsc),,,2020,l14
39,87933,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Autoriza o Governo a legislar sobre o sistema de unidades de medida legais, transpondo a Diretiva (UE) 2019/1258",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e7a5134595759784d6a55744e44426d4e5330304d6a6c684c5467354f5759744e4751305a6a4535596a6b334e7a45304c6d527659773d3d&fich=748af125-40f5-429a-899f-4d4f19b97714.doc&Inline=true,,"
      ",,"
      ",45039,,Votação final global,V,Governo,Governo,7364,"Comissão de Economia, Inovação, Obras Públicas e Habitação",S,Aprovado,,75,RP,A Favor,A Favor,A Favor,A Favor,A Favor,Abstenção,A Favor,Abstenção,A Favor,Ausência,A Favor,2020-07-10,"
      ",,,,,,JOACINE KATAR MOREIRA (Ninsc),,,2020,l14
34,87928,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Prorroga o prazo de um regime excecional de medidas aplicáveis às autarquias locais, no âmbito da pandemia da doença COVID-19, e altera as regras sobre endividamento das autarquias locais",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d6a4e684d324978597a49745a446b354f5330304e54426c4c546b775a6d59744d6a4133596a686a4e54566b4d445a684c6d527659773d3d&fich=23a3b1c2-d999-450e-90ff-207b8c55d06a.doc&Inline=true,,"
      ",,"
      ",45011,,Votação final global,V,Governo,Governo,7344,Comissão de Orçamento e Finanças,S,Aprovado,,75,RP,A Favor,A Favor,A Favor,Abstenção,Abstenção,A Favor,Abstenção,Abstenção,A Favor,Ausência,Abstenção,2020-07-10,"
      ",,,,,,JOACINE KATAR MOREIRA (Ninsc),,,2020,l14
34,87922,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Prorroga o prazo de um regime excecional de medidas aplicáveis às autarquias locais, no âmbito da pandemia da doença COVID-19, e altera as regras sobre endividamento das autarquias locais",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d6a4e684d324978597a49745a446b354f5330304e54426c4c546b775a6d59744d6a4133596a686a4e54566b4d445a684c6d527659773d3d&fich=23a3b1c2-d999-450e-90ff-207b8c55d06a.doc&Inline=true,,"
      ",,"
      ",45011,,Votação na especialidade,V,Governo,Governo,7344,Comissão de Orçamento e Finanças,S,Aprovado,"Artigos 5.º e 10.º da Lei n.º 4-B/2020, de 6 de abril, constante do artigo 3.º da Proposta de Lei",75,RP,A Favor,A Favor,A Favor,A Favor,Abstenção,A Favor,A Favor,A Favor,A Favor,Ausência,Abstenção,2020-07-10,"
      ",,,,,,JOACINE KATAR MOREIRA (Ninsc),,,2020,l14
34,87921,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Prorroga o prazo de um regime excecional de medidas aplicáveis às autarquias locais, no âmbito da pandemia da doença COVID-19, e altera as regras sobre endividamento das autarquias locais",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d6a4e684d324978597a49745a446b354f5330304e54426c4c546b775a6d59744d6a4133596a686a4e54566b4d445a684c6d527659773d3d&fich=23a3b1c2-d999-450e-90ff-207b8c55d06a.doc&Inline=true,,"
      ",,"
      ",45011,,Votação na especialidade,V,Governo,Governo,7344,Comissão de Orçamento e Finanças,S,Aprovado,"Artigo 3.º-A da Lei n.º 4-B/2020, de 6 de abril, constante do artigo 3.º da Proposta de Lei",75,RP,A Favor,A Favor,A Favor,Abstenção,Abstenção,A Favor,Abstenção,Abstenção,A Favor,Ausência,A Favor,2020-07-10,"
      ",,,,,,JOACINE KATAR MOREIRA (Ninsc),,,2020,l14
34,87920,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Prorroga o prazo de um regime excecional de medidas aplicáveis às autarquias locais, no âmbito da pandemia da doença COVID-19, e altera as regras sobre endividamento das autarquias locais",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d6a4e684d324978597a49745a446b354f5330304e54426c4c546b775a6d59744d6a4133596a686a4e54566b4d445a684c6d527659773d3d&fich=23a3b1c2-d999-450e-90ff-207b8c55d06a.doc&Inline=true,,"
      ",,"
      ",45011,,Votação na especialidade,V,Governo,Governo,7344,Comissão de Orçamento e Finanças,S,Aprovado,Artigo 2.º da Proposta de Lei,75,RP,A Favor,A Favor,Abstenção,A Favor,Abstenção,A Favor,A Favor,Abstenção,A Favor,Ausência,Abstenção,2020-07-10,"
      ",,,,,,JOACINE KATAR MOREIRA (Ninsc),,,2020,l14
34,87918,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Prorroga o prazo de um regime excecional de medidas aplicáveis às autarquias locais, no âmbito da pandemia da doença COVID-19, e altera as regras sobre endividamento das autarquias locais",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d6a4e684d324978597a49745a446b354f5330304e54426c4c546b775a6d59744d6a4133596a686a4e54566b4d445a684c6d527659773d3d&fich=23a3b1c2-d999-450e-90ff-207b8c55d06a.doc&Inline=true,,"
      ",,"
      ",45011,,Votação na especialidade,V,Governo,Governo,7344,Comissão de Orçamento e Finanças,S,Rejeitado,Proposta de alteração do BE ao artigo 2.º da Proposta de Lei,75,RP,Contra,Contra,A Favor,A Favor,Contra,A Favor,A Favor,Contra,A Favor,Ausência,Contra,2020-07-10,"
      ",,,,,,JOACINE KATAR MOREIRA (Ninsc),,,2020,l14
136,88000,I,R,Projeto de Resolução,XIV,1,2019-10-25,2020-09-14,Alarga a oferta de serviços de programas na TDT,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d4449304e7a4d345a545174595746684d5330305a445a684c54686d596a41744d6a55795a6a68694d5441344d4468684c6d527659773d3d&fich=024738e4-aaa1-4d6a-8fb0-252f8b10808a.doc&Inline=true,,"
      ","
      ","
      ",44230,BE,Votação na generalidade,G,Grupos Parlamentares,BE,7484,Comissão de Cultura e Comunicação,S,Aprovado,,75,RP,A Favor,Abstenção,A Favor,A Favor,Abstenção,A Favor,A Favor,Abstenção,A Favor,Ausência,A Favor,2020-07-10,"
      ",,,,,,JOACINE KATAR MOREIRA (Ninsc),,,2020,l14
34,87917,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Prorroga o prazo de um regime excecional de medidas aplicáveis às autarquias locais, no âmbito da pandemia da doença COVID-19, e altera as regras sobre endividamento das autarquias locais",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d6a4e684d324978597a49745a446b354f5330304e54426c4c546b775a6d59744d6a4133596a686a4e54566b4d445a684c6d527659773d3d&fich=23a3b1c2-d999-450e-90ff-207b8c55d06a.doc&Inline=true,,"
      ",,"
      ",45011,,Votação na especialidade,V,Governo,Governo,7344,Comissão de Orçamento e Finanças,S,Aprovado,Artigo 1.º da Proposta de Lei,75,RP,A Favor,A Favor,A Favor,Abstenção,A Favor,A Favor,Abstenção,A Favor,A Favor,Ausência,Abstenção,2020-07-10,"
      ",,,,,,JOACINE KATAR MOREIRA (Ninsc),,,2020,l14
34,87927,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Prorroga o prazo de um regime excecional de medidas aplicáveis às autarquias locais, no âmbito da pandemia da doença COVID-19, e altera as regras sobre endividamento das autarquias locais",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d6a4e684d324978597a49745a446b354f5330304e54426c4c546b775a6d59744d6a4133596a686a4e54566b4d445a684c6d527659773d3d&fich=23a3b1c2-d999-450e-90ff-207b8c55d06a.doc&Inline=true,,"
      ",,"
      ",45011,,Votação na especialidade,V,Governo,Governo,7344,Comissão de Orçamento e Finanças,S,Aprovado,Artigo 5.º da Proposta de Lei,75,RP,A Favor,A Favor,A Favor,A Favor,Abstenção,A Favor,A Favor,Abstenção,Abstenção,Ausência,Abstenção,2020-07-10,"
      ",,,,,,JOACINE KATAR MOREIRA (Ninsc),,,2020,l14
452,87919,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,Estabelece um regime excecional aplicável a formas específicas de contratos de exploração de imóveis para comércio e serviços em centros comerciais,NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d4576596a59784e4749334d7a67744e6d4e69597930304d446b334c57457a5a6d4d74595441304e575932597a5578596a49314c6d527659773d3d&fich=b614b738-6cbc-4097-a3fc-a045f6c51b25.doc&Inline=true,,"
      ","
      ","
      ",45043,PCP,Requerimento Baixa Comissão sem Votação (Generalidade),G,Grupos Parlamentares,PCP,7364,"Comissão de Economia, Inovação, Obras Públicas e Habitação",S,Aprovado,"Requerimento, apresentado pelo PCP solicitando a baixa à Comissão de Economia, Inovação, Obras Públicas e Habitação, sem votação, por 15 dias",75,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,Ausência,A Favor,2020-07-10,"
      ",unanime,,,,,JOACINE KATAR MOREIRA (Ninsc),,,2020,l14
45,87969,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Autoriza o Governo a legislar em matéria de trabalho a bordo das embarcações de pesca e da atividade de marítimos a bordo de navios, transpondo as Diretivas (UE) 2017/159 e 2018/131",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764e3255324d6a4d794e7a4d74597a646a596930304e6d566d4c5745314f4467744e6a5a695a6a59354d3245344d5459794c6d527659773d3d&fich=7e623273-c7cb-46ef-a588-66bf693a8162.doc&Inline=true,,"
      ",,"
      ",45060,,Requerimento Baixa Comissão sem Votação (Generalidade),V,Governo,Governo,7444,Comissão de Trabalho e Segurança Social,S,Aprovado,"Requerimento, apresentado pelo PS solicitando a baixa à Comissão de Trabalho e Segurança Social, sem votação, por 60 dias, da Proposta de Lei n.º 45/XIV/1.ª (GOV)",75,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,Ausência,A Favor,2020-07-10,"
      ",unanime,,,,,JOACINE KATAR MOREIRA (Ninsc),,,2020,l14
34,87926,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Prorroga o prazo de um regime excecional de medidas aplicáveis às autarquias locais, no âmbito da pandemia da doença COVID-19, e altera as regras sobre endividamento das autarquias locais",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d6a4e684d324978597a49745a446b354f5330304e54426c4c546b775a6d59744d6a4133596a686a4e54566b4d445a684c6d527659773d3d&fich=23a3b1c2-d999-450e-90ff-207b8c55d06a.doc&Inline=true,,"
      ",,"
      ",45011,,Votação na especialidade,V,Governo,Governo,7344,Comissão de Orçamento e Finanças,S,Aprovado,"N.º 3 do artigo 10.º da Lei n.º 6/2020, de 10 de abril, constante do artigo 4.º da Proposta de Lei",75,RP,A Favor,A Favor,Abstenção,Abstenção,Abstenção,A Favor,Abstenção,Abstenção,A Favor,Ausência,Abstenção,2020-07-10,"
      ",,,,,,JOACINE KATAR MOREIRA (Ninsc),,,2020,l14
34,87925,I,P,Proposta de Lei,XIV,1,2019-10-25,2020-09-14,"Prorroga o prazo de um regime excecional de medidas aplicáveis às autarquias locais, no âmbito da pandemia da doença COVID-19, e altera as regras sobre endividamento das autarquias locais",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764d6a4e684d324978597a49745a446b354f5330304e54426c4c546b775a6d59744d6a4133596a686a4e54566b4d445a684c6d527659773d3d&fich=23a3b1c2-d999-450e-90ff-207b8c55d06a.doc&Inline=true,,"
      ",,"
      ",45011,,Votação na especialidade,V,Governo,Governo,7344,Comissão de Orçamento e Finanças,S,Aprovado,"N.º 2 do artigo 10.º da Lei n.º 6/2020, de 10 de abril, constante do artigo 4.º da Proposta de Lei",75,RP,A Favor,A Favor,A Favor,Contra,Abstenção,A Favor,Contra,Abstenção,A Favor,Ausência,Abstenção,2020-07-10,"
      ",,,,,,JOACINE KATAR MOREIRA (Ninsc),,,2020,l14
455,87975,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Clarifica o regime em que se integram os trabalhadores da entidade cedente na entidade cessionária, no âmbito do n.º 4 do artigo 244.º da Lei Geral do Trabalho em Funções Públicas, aprovada em anexo à Lei n.º 35/2014, de 20 de junho",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764f5449304d444a6c4e6a4574596a6b324e5330304d6a417a4c5468685a5451745a6d566c4e6a646d4f5445314d47526d4c6d527659773d3d&fich=92402e61-b965-4203-8ae4-fee67f9150df.doc&Inline=true,,"
      ","
      ","
      ",45063,PSD,Requerimento Baixa Comissão sem Votação (Generalidade),G,Grupos Parlamentares,PSD,7504,"Comissão de Administração Pública, Modernização Administrativa, Descentralização e Poder Local",S,Aprovado,"Requerimento, apresentado pelo PSD solicitando a baixa à Comissão de Administração Pública, Modernização Administrativa, Descentralização e Poder Local, sem votação, por 45 dias",75,RP,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,A Favor,Ausência,A Favor,2020-07-10,"
      ",unanime,,,,,JOACINE KATAR MOREIRA (Ninsc),,,2020,l14
455,88028,I,J,Projeto de Lei,XIV,1,2019-10-25,2020-09-14,"Clarifica o regime em que se integram os trabalhadores da entidade cedente na entidade cessionária, no âmbito do n.º 4 do artigo 244.º da Lei Geral do Trabalho em Funções Públicas, aprovada em anexo à Lei n.º 35/2014, de 20 de junho",NAO,http://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c6379395953565a4d5a5763765247396a6457316c626e527663306c7561574e7059585270646d45764f5449304d444a6c4e6a4574596a6b324e5330304d6a417a4c5468685a5451745a6d566c4e6a646d4f5445314d47526d4c6d527659773d3d&fich=92402e61-b965-4203-8ae4-fee67f9150df.doc&Inline=true,,"
      ","
      ","
      ",45063,PSD,Baixa comissão distribuição inicial generalidade,G,Grupos Parlamentares,PSD,7504,"Comissão de Administração Pública, Modernização Administrativa, Descentralização e Poder Local",S,Aprovado,,38,,A Favor,A Favor,A Favor,A Favor,Ausência,Ausência,,,,,Ausência,2020-07-10,"
      ",unanime,,,,,CDS-PP,,,2020,l14
